name,priority,dec_j2000,ra_j2000,v_mag,t0_bjd_tdb,t0_unc,period_days,period_unc,min_telescope_inches,depth_r_mmag,duration_hours,rp_over_rs,sma_over_rs,inclination,eccentricity,periastron
TRAPPIST-1f,high,-05:02:29.031,23:06:29.3684,18.798,2457671.39767,0.00023,9.20669,1.5e-05,55.65,8.782104391052194,1.04,0.082,68.4,89.68,0.0,0.0
TRAPPIST-1g,high,-05:02:29.031,23:06:29.3684,18.798,2457665.3494,0.00021,12.35294,0.00012,47.18,10.061677253060848,1.14,0.0884,83.2,89.71,0.0,0.0
TRAPPIST-1h,high,-05:02:29.031,23:06:29.3684,18.798,2457662.5528,0.0004,18.767,0.004,103.48,4.501518917426125,1.2,0.059,117.0,89.8,0.0,0.0
TrES-1b,low,+36:37:57.445,19:04:09.8516,11.42,2456822.891157,6.3e-05,3.030069476,7.2e-08,5.0,23.29927276074749,2.5,0.1358,10.52,90.0,0.0,0.0
TrES-2b,low,+49:18:59.090,19:07:14.0379,11.25,2455706.8297691,4.1e-06,2.470613372,2.4e-08,5.0,14.29623492589524,1.79,0.1254,7.903,83.872,0.0,0.0
TrES-3b,low,+37:32:46.237,17:52:07.0185,12.402,2457585.914587,2.2e-05,1.306186348,3.5e-08,5.82,26.088557488723186,1.38,0.17,6.0,82.0,0.0,0.0
TrES-4b,low,+37:12:42.586,17:53:13.0490,11.592,2457482.75059,0.00025,3.55392889,4.4e-07,5.0,11.09269999079444,3.67,0.1045,6.14,83.1,0.0,0.0
TrES-5b,low,+59:26:55.574,20:20:53.2483,13.58,2457011.470352,7.7e-05,1.482246865,9.3e-08,10.43,22.765350271564024,1.82,0.142,6.19,84.65,0.0,0.0
V1298Taub,high,+20:09:25.563,04:05:19.5912,10.12,2457067.0496,0.0018,24.1396,0.0018,5.75,5.790297339593114,6.56,0.07,27.0,89.0,0.0,0.0
V1298Tauc,alert,+20:09:25.563,04:05:19.5912,10.12,2457064.2797,0.0034,8.24958,0.00072,19.55,1.7766731105587774,4.68,0.0381,13.19,88.49,0.0,0.0
V1298Taud,high,+20:09:25.563,04:05:19.5912,10.12,2457072.3913,0.003,12.4032,0.0015,14.42,2.3566234005339224,5.49,0.0436,17.31,89.04,0.0,0.0
WASP-1b,low,+31:59:23.953,00:20:40.0746,11.31,2456031.78981,0.0002,2.51994701,3e-07,5.0,13.081100984994936,3.76,0.1036,5.69,90.0,0.0,0.0
WASP-2b,low,+06:25:46.338,20:30:54.1279,11.98,2455229.043082,7.5e-05,2.15222216,1.3e-07,5.0,17.94163674859615,1.77,0.1326,8.08,84.81,0.0,0.0
WASP-3b,low,+35:39:41.489,18:34:31.6255,10.63,2456598.295066,7.5e-05,1.846835096,7.4e-08,5.0,12.482739574703121,2.8,0.105,5.0,84.15,0.0,0.0
WASP-4b,low,-42:03:41.049,23:34:15.0858,12.48,2456139.07356,2.4e-05,1.338231388,2.2e-08,5.54,28.877842216698888,2.17,0.152,5.451,89.1,0.0,0.0
WASP-5b,low,-41:16:37.745,23:57:23.7565,12.3,2456228.778748,7.2e-05,1.628429971,6.6e-08,5.41,14.406701647795268,2.41,0.1108,5.37,85.6,0.0,0.0
WASP-6b,medium,-22:40:26.277,23:12:37.7368,11.91,2455883.696962,6.5e-05,3.36100215,1.6e-07,5.28,25.609868360489735,2.61,0.1446,10.9,88.5,0.054,1.7
WASP-7b,high,-39:13:30.859,20:44:10.2207,9.5,2458885.16439,0.00012,4.95464969,7.6e-07,5.0,10.365460738285924,3.89,0.0956,9.52,87.0,0.0,0.0
WASP-8b,high,-35:01:52.923,23:59:36.0711,9.87,2458301.80945,0.0001,8.15872656,7.8e-07,5.0,14.112123722728528,4.41,0.113,18.2,88.55,0.31,274.27
WASP-10b,low,+31:27:46.294,23:15:58.3005,12.7,2456253.700518,8.2e-05,3.09272813,1.7e-07,5.76,32.01693823069134,2.27,0.1592,11.65,88.49,0.0,0.0
WASP-11b,low,+30:40:24.868,03:09:28.5427,11.57,2456646.984352,7.6e-05,3.72247919,1.8e-07,5.0,21.90002761668047,2.58,0.131,12.3,89.1,0.0,0.0
WASP-12b,ttvs,+29:40:20.266,06:30:32.7966,11.57,2457036.706177,5.5e-05,1.091419179,4.3e-08,5.0,16.395102641995763,3.0,0.1178,3.04,83.4,0.0,0.0
WASP-13b,low,+33:52:56.699,09:20:24.7143,10.42,2457077.3036,0.00028,4.35301101,6.6e-07,5.0,10.098499493694192,3.89,0.0933,8.51,86.9,0.0,0.0
WASP-14b,low,+21:53:40.982,14:33:06.3573,9.745,2455798.61781,0.00013,2.24376639,2.3e-07,5.0,9.693454846727422,2.85,0.0942,5.99,84.63,0.083,252.7
WASP-15b,medium,-32:09:34.615,13:55:42.7119,10.91,2456310.66382,0.00016,3.75209956,5.3e-07,5.0,10.126116174169198,3.75,0.0951,7.3,85.7,0.0,0.0
WASP-16b,low,-20:16:31.842,14:18:43.9226,11.29,2456355.79653,0.00013,3.11860349,2.7e-07,5.0,12.537972935653134,2.1,0.119,8.21,84.0,0.0,0.0
WASP-17b,low,-28:03:42.309,15:59:50.9489,11.59,2457569.98347,0.00012,3.73548545,2.6e-07,5.0,17.914020068121147,4.35,0.1235,7.03,87.1,0.0,0.0
WASP-18b,medium,-45:40:40.376,01:37:25.0335,9.3,2458501.324483,1.9e-05,0.941452417,1.9e-08,5.0,11.129522231427782,2.18,0.09716,3.562,84.9,0.0091,269.0
WASP-19b,ttvs,-45:39:33.055,09:53:40.0764,12.31,2456885.482836,3.7e-05,0.788839092,2.4e-08,5.92,21.135966123538616,1.66,0.1409,3.46,78.8,0.002,259.0
WASP-20b,medium,-23:56:08.793,00:20:38.5321,10.779,2458087.08446,0.00013,4.89964477,5.1e-07,5.0,11.276811193961152,3.29,0.101,10.6,86.8,0.0,0.0
WASP-21b,low,+18:23:45.882,23:09:58.2534,11.55,2457738.54027,0.00017,4.32250416,8e-07,5.0,13.145539906103286,3.4,0.104,10.54,88.8,0.0,0.0
WASP-22b,high,-23:49:10.841,03:31:16.3269,11.99,2456850.43601,0.00015,3.53272912,4.5e-07,5.0,11.552977998711222,3.48,0.0978,8.38,88.6,0.0,0.0
WASP-23b,low,-42:45:42.666,06:44:30.6134,12.52,2457301.723609,7.7e-05,2.9444273,1.4e-07,6.29,20.896621559421888,2.41,0.13,10.21,88.4,0.0,0.0
WASP-24b,low,+02:20:35.964,15:08:51.7366,11.22,2455596.44876,0.00018,2.3412205,3.2e-07,5.19,11.230783393169473,2.75,0.1018,5.94,83.9,0.0,0.0
WASP-25b,low,-27:31:19.920,13:01:26.3760,11.87,2457744.72776,0.00017,3.76483342,3.7e-07,5.41,22.977078155205746,2.76,0.1387,11.22,88.1,0.0,0.0
WASP-26b,low,-15:16:02.277,00:18:24.7008,11.3,2457309.62113,0.00025,2.75659747,4.6e-07,5.93,9.113504556752279,2.3,0.0991,6.64,82.8,0.0,0.0
WASP-28b,low,-01:34:48.112,23:34:27.8815,12.03,2457618.64044,0.00014,3.40883502,5e-07,5.41,16.137346957562368,3.29,0.116,8.62,88.3,0.0,0.0
WASP-29b,medium,-39:54:24.259,23:51:31.0840,11.33,2457866.07613,0.00011,3.92271183,3.1e-07,5.0,12.298628371536408,2.63,0.0982,12.36,89.2,0.0,0.0
WASP-31b,medium,-19:03:17.216,11:17:45.3578,11.66,2457277.09226,0.00012,3.4058875,2.7e-07,5.68,15.87959127312897,2.67,0.1271,8.0,84.41,0.0,0.0
WASP-32b,low,+01:12:01.586,00:15:50.8077,11.26,2457679.41111,0.00023,2.71866201,4e-07,5.12,13.458528951486697,2.42,0.1114,7.8,85.3,0.018,130.0
WASP-33b,low,+37:33:01.737,02:26:51.0582,8.14,2454163.22451,0.00026,1.2198669,1.2e-06,5.0,13.366473349903341,2.87,0.1066,3.6194,87.67,0.0,0.0
WASP-34b,low,-23:51:38.384,11:01:35.8978,10.28,2458654.3645,0.00013,4.31768411,5.4e-07,5.0,10.126116174169198,2.11,0.1123,10.5,85.2,0.038,319.8
WASP-35b,medium,-06:13:47.376,05:04:19.6324,10.94,2458120.804421,6.8e-05,3.16156853,1.7e-07,5.0,18.457148117462946,3.16,0.1241,8.34,88.0,0.0,0.0
WASP-36b,low,-08:01:37.012,08:46:19.2977,12.7,2456848.926095,5.6e-05,1.537365595,9.4e-08,6.49,19.580226456779894,1.82,0.1368,5.85,83.15,0.0,0.0
WASP-37b,medium,+01:03:53.802,14:47:46.5618,12.704,2458021.72946,0.00018,3.57747894,4.3e-07,7.56,17.389303139096015,3.14,0.1195,9.6,88.8,0.0,0.0
WASP-38b,high,+10:01:57.284,16:15:50.3652,9.39,2456992.0459,0.001,6.8718851,4.3e-06,5.0,8.653226548835496,4.66,0.0844,12.31,89.7,0.031,344.0
WASP-39b,medium,-03:26:40.203,14:29:18.4151,12.09,2456888.031364,8e-05,4.05528043,3.2e-07,6.02,25.09435699162294,2.88,0.1457,11.37,87.75,0.0,0.0
WASP-41b,low,-30:38:23.527,12:42:28.4949,11.63,2457077.229441,7.1e-05,3.05240175,1.8e-07,5.0,22.995489275522417,2.61,0.1365,9.96,88.7,0.0,0.0
WASP-42b,low,-42:04:25.094,12:51:55.5580,12.57,2456821.262602,7.2e-05,4.9816816,3.6e-07,5.24,19.681487618521587,2.9,0.1293,13.5,88.0,0.0,0.0
WASP-43b,low,-09:48:22.603,10:19:38.0089,12.4,2457202.184881,3.1e-05,0.813474056,2.1e-08,5.85,27.368130350731843,1.23,0.1594,4.867,82.11,0.0,0.0
WASP-44b,low,-11:56:17.286,00:15:36.7694,12.9,2456338.45823,0.00011,2.42381127,2.1e-07,8.38,17.92322562827948,2.24,0.126,8.1,86.0,0.0,0.0
WASP-45b,high,-35:59:53.747,00:20:56.9940,11.8,2458536.08601,0.00023,3.12607728,7.1e-07,7.21,11.304427874436158,1.74,0.1163,9.5,84.69,0.0,0.0
WASP-46b,medium,-55:52:18.460,21:14:56.8596,12.9,2457715.24083,0.00012,1.43037192,1.2e-07,8.07,20.178587867071712,1.65,0.1407,5.85,82.8,0.0,0.0
WASP-47b,low,-12:01:08.000,22:04:48.7262,11.99,2457182.61643,0.00015,4.15915035,6.3e-07,5.41,12.896989781828223,3.57,0.10193,9.7,88.98,0.0,0.0
WASP-48b,low,+55:28:23.331,19:24:38.9615,11.65,2458106.26314,0.00013,2.14363679,2e-07,6.08,9.840743809260793,3.11,0.0958,4.7,82.0,0.0,0.0
WASP-49b,low,-16:57:55.108,06:04:21.4734,11.35,2457377.596934,8e-05,2.78173691,1.4e-07,5.0,13.274417748319985,2.16,0.116,8.009,84.48,0.0,0.0
WASP-50b,low,-10:53:53.026,02:54:45.1342,11.44,2458567.500626,8.6e-05,1.9550929,1.7e-07,5.08,20.822977078155205,1.81,0.1404,7.53,84.74,0.009,44.0
WASP-52b,low,+08:45:40.571,23:13:58.7575,12.0,2456784.057988,6.8e-05,1.74978117,1.6e-07,5.76,30.42437632329927,1.82,0.1646,7.38,85.35,0.0,0.0
WASP-53b,medium,-20:39:42.761,02:07:38.2093,12.6,2457267.50478,0.00012,3.30984278,2.6e-07,6.55,20.91503267973856,2.26,0.1353,11.05,87.08,0.0,0.0
WASP-54b,high,-00:07:41.033,13:41:49.0301,10.41,2459163.93328,0.00018,3.69359933,7e-07,5.0,9.877566049894137,4.47,0.0927,5.87,85.0,0.07,62.0
WASP-55b,low,-17:30:12.526,13:35:01.9537,11.75,2457207.132185,8e-05,4.46563013,4.2e-07,5.02,18.87139832458805,3.56,0.1246,10.66,89.0,0.0,0.0
WASP-56b,low,+23:03:20.429,12:13:27.8908,11.48,2456229.44235,0.00024,4.61705992,9.9e-07,5.0,12.372272852803093,3.63,0.1009,10.39,88.5,0.0,0.0
WASP-57b,low,-02:03:27.599,14:55:16.8228,13.04,2456410.57496,0.00012,2.838918,4.9e-07,7.63,15.382491024578846,2.33,0.1182,8.75,86.0,0.0,0.0
WASP-58b,low,+45:10:19.259,18:18:48.2530,11.66,2458986.98151,0.00015,5.0172133,1.1e-06,5.0,16.69888612722084,3.8,0.12,10.3,87.4,0.0,0.0
WASP-59b,high,+24:53:21.436,23:18:29.5475,12.78,2455830.95634,0.00053,7.919585,1e-05,6.41,21.40292736813035,2.47,0.13,24.39,89.27,0.1,74.0
WASP-60b,low,+31:09:21.372,23:46:39.9747,12.18,2458020.07381,0.00035,4.3050061,1.5e-06,8.86,7.0054312804934185,3.34,0.077,10.0,87.9,0.0,0.0
WASP-61b,medium,-26:03:14.966,05:01:11.9187,12.49,2457128.11889,0.00019,3.85589659,5e-07,5.79,10.641627543035995,4.06,0.0938,7.93,89.3,0.0,0.0
WASP-62b,high,-63:59:18.386,05:48:33.5937,10.21,2458851.099338,2.7e-05,4.41193868,2.4e-07,5.0,14.65525177207033,3.81,0.1109,9.52,88.3,0.0,0.0
WASP-63b,medium,-38:19:23.754,06:17:20.7486,11.15,2458574.77102,0.00017,4.37808205,7e-07,5.78,7.419681487618521,5.43,0.078,6.49,87.8,0.0,0.0
WASP-64b,medium,-32:51:30.178,06:44:27.6052,12.29,2457133.866164,7.8e-05,1.573290273,8.2e-08,6.25,18.521587038571298,2.42,0.1234,5.39,86.6,0.0,0.0
WASP-65b,low,+08:31:22.811,08:53:17.8286,12.45,2458500.69694,0.0001,2.3114205,1.7e-07,5.32,15.787535671545612,2.75,0.1131,7.11,88.8,0.0,0.0
WASP-66b,medium,-34:59:23.456,10:32:53.9927,11.6,2457477.71072,0.00027,4.08605198,7.2e-07,6.94,7.603792690785234,4.54,0.0817,6.71,85.9,0.0,0.0
WASP-67b,medium,-19:56:58.523,19:42:58.5217,12.54,2456650.35461,0.00013,4.61441644,6.9e-07,6.48,10.687655343827672,1.75,0.1345,12.83,85.8,0.0,0.0
WASP-68b,alert,-19:18:52.921,20:20:22.9859,10.67,2456802.08922,0.0003,5.0843144,1.1e-06,5.7,6.775292276535027,5.14,0.075,7.9,88.1,0.0,0.0
WASP-69b,low,-05:05:40.037,21:00:06.1969,9.87,2457269.01322,0.00027,3.86813888,9.1e-07,5.0,18.91742612537973,2.24,0.1336,11.953,86.71,0.0,0.0
WASP-70Ab,medium,-13:25:59.710,21:01:54.4800,10.79,2456319.44793,0.0003,3.71301695,9e-07,5.0,11.341250115069501,3.35,0.0985,8.58,87.1,0.0,0.0
WASP-71b,high,+00:45:31.878,01:57:03.2040,10.56,2458720.93288,0.00017,2.90368321,4.1e-07,7.7,5.210347049617969,5.07,0.0666,4.4,84.9,0.0,0.0
WASP-72b,high,-30:10:08.561,02:44:09.6097,10.96,2458789.06301,0.00017,2.21674331,7.7e-07,8.94,4.805302402651201,3.85,0.066,4.0,81.6,0.0,0.0
WASP-73b,high,-58:08:55.993,21:19:47.9065,10.47,2458462.55487,0.00022,4.0873001,1.1e-06,9.51,3.903157507134309,5.62,0.057,5.73,87.4,0.0,0.0
WASP-74b,low,-01:04:32.610,20:18:09.3209,9.75,2457103.325971,8.5e-05,2.13775367,4.7e-07,5.0,8.570376507410476,2.34,0.098,4.861,79.81,0.0,0.0
WASP-75b,medium,-10:40:31.927,22:49:32.5677,11.46,2457131.671596,6.9e-05,2.4841976,2.7e-07,6.35,9.13191567706895,1.98,0.1034,6.37,82.0,0.0,0.0
WASP-76b,medium,+02:42:02.033,01:46:31.8576,9.52,2459305.914867,5.8e-05,1.80988043,2.7e-07,5.0,14.406701647795268,3.79,0.109,4.07,88.0,0.0,0.0
WASP-77Ab,low,-07:03:38.39,02:28:37.226,10.12,2458693.870688,3.9e-05,1.360028949,7.5e-08,5.0,21.10834944306361,2.18,0.1301,5.41,89.4,0.0,0.0
WASP-78b,medium,-22:06:59.103,04:15:01.5043,11.96,2457966.18625,0.00017,2.175185,2.7e-07,9.65,7.364448126668507,4.8,0.0794,3.52,83.2,0.0,0.0
WASP-79b,medium,-30:36:01.610,04:25:29.0168,10.04,2458588.686701,5.9e-05,3.66239163,3.9e-07,5.0,14.194973764153549,3.85,0.113,7.02,85.4,0.0,0.0
WASP-80b,low,-02:08:39.191,20:12:40.1691,11.939,2456726.717483,4.4e-05,3.06785251,1.8e-07,5.0,37.06158519745926,2.14,0.1714,12.63,89.02,0.002,94.0
WASP-81b,low,+03:17:38.454,20:16:49.8900,12.47,2457705.94057,0.00023,2.71648416,4e-07,6.41,15.336463223787167,3.5,0.112,6.56,88.7,0.0,0.0
WASP-82b,low,+01:53:38.103,04:50:38.5586,10.07,2458217.09214,0.00014,2.70578401,5.5e-07,5.0,7.511737089201878,5.1,0.079,4.37,87.9,0.0,0.0
WASP-83b,high,-19:17:03.470,12:40:36.4947,12.88,2458046.65664,0.0002,4.97129251,6.8e-07,5.33,12.758906379453189,3.42,0.102,11.98,88.9,0.0,0.0
WASP-84b,low,+01:51:36.106,08:44:25.7032,10.83,2456763.4224,9.2e-05,8.52349665,8.7e-07,5.0,18.337475835404586,2.75,0.1295,22.191,88.37,0.0,0.0
WASP-85Ab,low,+06:33:49.419,11:43:38.0162,10.41,2456929.798775,1.5e-05,2.655674403,8.6e-08,5.0,23.225628279480805,2.64,0.136814,8.74,89.73,0.0,0.0
WASP-87b,low,-52:50:26.999,12:21:17.9260,10.73,2458276.86087,0.00015,1.68279422,2.2e-07,5.43,8.358648623768756,3.05,0.08746,3.89,81.07,0.0,0.0
WASP-88b,high,-48:27:43.425,20:38:02.6869,11.4,2458248.26526,0.00021,4.9540032,1.3e-06,5.81,8.450704225352112,6.07,0.084,6.64,88.0,0.0,0.0
WASP-89b,medium,-18:58:16.047,20:55:35.9893,13.1,2456905.15681,0.00012,3.35641798,3.3e-07,7.21,18.83457608395471,2.46,0.1221,10.51,89.4,0.193,28.0
WASP-90b,medium,+07:03:22.517,21:02:07.6771,11.7,2457292.95577,0.00026,3.9162637,7.4e-07,8.12,6.554358832734971,3.39,0.0843,6.119,82.1,0.0,0.0
WASP-91b,low,-70:09:10.276,23:51:22.8514,11.98,2458514.194235,7.7e-05,2.79857894,2.3e-07,5.0,17.573414342262726,2.36,0.1225,9.1,86.8,0.0,0.0
WASP-92b,low,+51:02:27.892,16:26:46.0987,12.92,2458201.48562,0.00018,2.17467324,3.8e-07,7.61,13.753106876553437,2.8,0.112,5.59,83.8,0.0,0.0
WASP-93b,low,+51:17:19.559,00:37:50.1100,11.09,2458262.8624,0.00023,2.73253774,5.3e-07,6.1,8.837337752002208,2.24,0.1047,5.94,81.2,0.0,0.0
WASP-94Ab,high,-34:08:08.007,20:55:07.9445,10.05,2458300.64763,0.00013,3.9502001,6e-07,5.0,14.50796280953696,4.57,0.1094,7.27,88.7,0.0,0.0
WASP-95b,high,-48:00:11.049,22:29:49.7357,10.09,2458553.711158,8.8e-05,2.18466642,3.1e-07,5.0,12.906195341986558,2.85,0.1025,6.4,88.4,0.0,0.0
WASP-96b,low,-47:21:38.322,00:04:11.1376,12.2,2457905.61129,0.00012,3.42525674,3.9e-07,5.98,14.323851606370248,2.45,0.1175,9.255,85.6,0.0,0.0
WASP-97b,low,-55:46:19.526,01:38:25.0566,10.57,2458554.475352,7.4e-05,2.07275965,2.1e-07,5.0,14.544785050170303,2.62,0.1091,6.59,88.0,0.0,0.0
WASP-98b,medium,-34:19:41.585,03:53:42.9206,13.0,2457213.296469,6.9e-05,2.96264191,2.3e-07,6.98,26.38313541378993,1.94,0.1582,10.92,86.38,0.0,0.0
WASP-99b,high,-50:00:28.878,02:39:35.4435,9.48,2458807.8986,0.0002,5.7525875,2.6e-06,6.4,4.943385805026236,5.38,0.064,8.59,88.8,0.0,0.0
WASP-100b,high,-64:01:37.332,04:35:50.3302,10.8,2458853.880674,4.9e-05,2.84938224,3.7e-07,5.26,8.11930405965203,3.9,0.087,4.97,82.6,0.0,0.0
WASP-101b,medium,-23:29:10.296,06:33:24.2672,10.34,2458387.832522,8.6e-05,3.585707,2.6e-07,5.0,12.814139740403203,2.72,0.1122,8.445,85.0,0.0,0.0
WASP-103b,low,+07:11:00.119,16:37:15.5753,12.1,2457308.324538,3e-05,0.925545386,5.6e-08,5.66,16.34907484120409,2.67,0.1158,3.013,88.2,0.0,0.0
WASP-104b,low,+07:26:06.294,10:42:24.6020,11.12,2457938.581063,2.4e-05,1.75540576,1.3e-07,5.0,15.133940900303784,1.78,0.1214,6.52,83.63,0.0,0.0
WASP-105b,medium,-50:39:33.184,01:36:40.3525,12.04,2457607.807454,4.8e-05,7.87289166,3.8e-07,5.53,15.17996870109546,3.72,0.10954,17.9,89.7,0.0,0.0
WASP-106b,high,-05:04:45.941,11:05:43.1363,11.21,2457652.83877,0.00018,9.2897057,1.3e-06,6.21,7.787903893951947,5.37,0.0801,14.2,89.5,0.0,0.0
WASP-107b,low,-10:08:46.223,12:33:32.8440,11.47,2457515.672118,7.5e-05,5.72148926,8.5e-07,5.0,27.39574703120685,2.77,0.1446,17.96,89.56,0.0,0.0
WASP-110b,high,-44:03:30.509,20:23:29.4437,12.59,2457934.73871,0.00015,3.77840121,8.2e-07,6.99,23.566234005339226,2.83,0.1396,11.07,88.16,0.0,0.0
WASP-113b,low,+46:57:36.480,14:59:29.4780,11.771,2457224.351204,3.9e-05,4.54216695,8.3e-07,5.7,9.29761575991899,4.33,0.0899,7.87,86.5,0.0,0.0
WASP-114b,low,+10:27:46.711,21:50:39.7729,12.743,2457522.66047,0.00024,1.54877501,3.4e-07,6.96,10.742888704777686,2.83,0.0963,4.29,84.0,0.012,289.0
WASP-117b,high,-50:17:04.312,02:27:06.0977,10.14,2458728.334175,6.8e-05,10.0205933,2.9e-06,5.0,9.601399245144066,5.93,0.09,17.4,89.1,0.302,242.0
WASP-118b,medium,+02:42:10.251,01:18:12.1381,11.04,2457888.34009,0.00021,4.04605063,9.4e-07,5.83,8.008837337752,4.92,0.08173,6.707,88.24,0.0,0.0
WASP-119b,low,-65:11:37.864,03:43:44.0213,12.2,2458834.869823,6.6e-05,2.49980447,4.3e-07,5.48,14.692074012703673,2.96,0.114,6.3,85.0,0.0,0.0
WASP-120b,medium,-45:53:53.575,04:10:27.8559,10.96,2458538.1233,0.00018,3.61126721,7.8e-07,7.23,6.379453189726594,3.59,0.0809,5.9,82.5,0.057,333.0
WASP-121b,low,-39:05:50.570,07:10:24.0606,10.51,2458661.563783,3e-05,1.274924762,4.6e-08,5.0,18.68728712142134,2.94,0.1245,3.754,87.6,0.0,0.0
WASP-123b,low,-32:51:35.954,19:17:55.0316,11.03,2458735.97535,0.0001,2.97764359,5.2e-07,5.0,12.602411856761483,3.11,0.1054,7.13,85.7,0.0,0.0
WASP-124b,low,-30:44:58.762,22:10:51.4418,12.7,2457433.302137,6.8e-05,3.37264959,2.7e-07,6.41,16.901408450704224,2.6,0.1241,9.4,86.3,0.0,0.0
WASP-126b,medium,-69:13:36.561,04:13:29.7455,11.203,2458827.416215,5.7e-05,3.28878703,4.4e-07,6.52,7.3368314461935,3.44,0.0781,7.63,87.9,0.0,0.0
WASP-127b,low,-03:50:06.259,10:42:14.0835,10.172,2458385.175527,9.1e-05,4.17806513,5.7e-07,5.0,12.289422811378072,4.32,0.1004,7.95,88.2,0.0,0.0
WASP-129b,low,-42:03:50.222,11:45:11.7561,12.18,2457745.95505,0.00012,5.74813571,7.8e-07,5.07,12.510356255178127,2.67,0.1068,15.2,87.7,0.0,0.0
WASP-130b,medium,-42:28:30.964,13:32:25.4360,11.1,2457937.62925,0.00022,11.5509711,2.1e-06,5.0,10.420694099235938,3.74,0.0957,22.66,88.66,0.0,0.0
WASP-131b,high,-30:35:00.837,14:00:46.4447,10.07,2458117.27707,0.00026,5.322012,1.7e-06,5.37,6.784497836693363,3.89,0.0815,8.376,85.0,0.0,0.0
WASP-132b,medium,-46:09:33.122,14:30:26.1892,12.4,2458809.72813,0.0002,7.133513,1.7e-06,5.0,18.74252048237135,3.14,0.1208,19.31,89.6,0.0,0.0
WASP-133b,low,-35:47:47.712,20:58:18.0896,12.9,2457338.98344,0.00014,2.1764238,4.7e-07,8.53,8.957010034060573,3.42,0.086,5.16,87.0,0.0,0.0
WASP-135b,low,+29:52:44.741,17:49:08.3939,13.28,2459046.94408,0.00019,1.40137864,3.9e-07,7.85,19.0647150879131,1.65,0.139,5.53,82.0,0.0,0.0
WASP-136b,high,-08:55:34.653,00:01:18.1800,9.928,2459113.38589,0.00042,5.2153545,3.6e-06,7.65,4.538341158059468,5.69,0.0641,6.2884,84.7,0.0,0.0
WASP-138b,low,-00:27:50.316,02:46:33.3867,11.79,2458257.03694,0.00036,3.6344327,1.5e-06,7.22,8.202154101077051,4.02,0.0826,7.39,88.5,0.0,0.0
WASP-139b,medium,-41:18:07.664,03:18:14.9435,12.48,2458363.8746,0.00021,5.9242672,1.5e-06,6.27,12.989045383411579,2.77,0.1034,17.19,88.9,0.0,0.0
WASP-140b,medium,-20:27:03.910,04:01:32.5498,11.12,2458533.440604,7.2e-05,2.23598448,2.5e-07,5.0,12.943017582619902,1.45,0.1432,7.94,83.3,0.047,356.0
WASP-141b,low,-17:06:54.594,04:47:17.8561,12.4,2458026.03877,0.00025,3.31066699,8e-07,7.14,9.923593850685814,3.59,0.0911,7.4,87.6,0.0,0.0
WASP-142b,medium,-23:56:46.202,09:22:01.5338,12.3,2458032.1611,0.00029,2.0528705,5.5e-07,8.98,9.058271195802265,2.76,0.0957,4.524,80.2,0.0,0.0
WASP-144b,medium,-40:02:53.763,21:23:03.0947,13.18,2457740.52399,0.00013,2.27831337,3.2e-07,7.74,13.762312436711772,2.1,0.1079,8.39,86.9,0.0,0.0
WASP-145Ab,medium,-58:50:10.300,21:29:00.6895,11.59,2458429.22423,0.00013,1.76903814,2.2e-07,8.08,9.38046580134401,1.04,0.1289,8.09,83.3,0.0,0.0
WASP-147b,high,-22:09:11.525,23:56:45.9687,12.68,2458684.46059,0.00059,4.602744,2.8e-06,8.09,7.705053852526925,4.4,0.08,8.3,87.9,0.0,0.0
WASP-148b,ttvs,+44:18:09.549,16:56:31.3399,12.04,2457957.4885,0.0059,8.80381,4.3e-05,7.95,8.091687379177023,3.01,0.0807,19.8,89.8,0.22,59.0
WASP-150b,low,+53:01:16.481,17:37:03.1320,12.03,2459034.6987,0.00065,5.6442072,2.9e-06,14.34,4.326613274417748,2.95,0.0653,11.25,86.2284878957226,0.0,0.0
WASP-151b,low,+00:18:24.245,23:16:15.2317,12.9,2458058.35164,0.00014,4.5334682,1.1e-06,6.47,12.473534014544786,3.66,0.1011,10.34,89.2,0.0,0.0
WASP-153b,low,+40:01:07.282,18:37:02.9816,12.8,2458914.62179,0.00041,3.3326083,1.6e-06,7.58,9.242382398968976,3.86,0.092,6.0,84.1,0.0,0.0
WASP-156b,medium,+02:25:04.876,02:11:07.6236,11.587,2459058.61134,0.00014,3.83616488,9.7e-07,9.18,5.919175181809813,2.41,0.0685,12.8,89.1,0.0,0.0
WASP-157b,high,-08:19:03.351,13:26:37.2697,12.91,2457846.594001,3.6e-05,3.95161588,3e-07,9.67,7.585381570468563,1.94,0.0944,10.04,84.93,0.0,0.0
WASP-158b,medium,-10:58:35.097,00:16:35.1213,12.04,2458362.15514,0.00054,3.6563308,2.2e-06,8.54,7.364448126668507,3.61,0.079,8.0,87.7,0.0,0.0
WASP-159b,high,-38:58:05.954,04:32:32.7560,12.84,2458724.20161,0.00066,3.8404213,3.7e-06,11.32,5.486513854368038,5.71,0.0673,5.44,88.1,0.0,0.0
WASP-160Bb,medium,-27:37:23.418,05:50:43.0631,13.09,2458397.38023,0.00021,3.76849254,7.9e-07,6.98,20.712510356255176,2.85,0.129,11.25,89.0,0.0,0.0
WASP-161b,alert,-11:30:03.551,08:25:21.0836,11.08,2458940.91459,0.00015,5.4056202,1.2e-06,8.06,5.4220749332596885,4.9,0.0671,8.922,89.01,0.0,0.0
